REVENUE DATE,REVENUE
2024-06-08 10:28:00,802.0589763285572
2024-06-08 10:29:00,804.3087244286917
2024-06-08 10:30:00,989.1108616859157
2024-06-08 10:31:00,275.15581652525634
2024-06-08 10:32:00,509.38137349244215
2024-06-08 10:33:00,325.31568424683064
2024-06-08 10:34:00,518.7616409416386
2024-06-08 10:35:00,479.820516715781
2024-06-08 10:36:00,333.213150933936
2024-06-08 10:37:00,535.6852179700197
2024-06-08 10:38:00,347.98901366453254
2024-06-08 10:39:00,607.8186187917331
2024-06-08 10:40:00,919.5124539659778
2024-06-08 10:41:00,987.1297164058947
2024-06-08 10:42:00,867.0074324556414
2024-06-08 10:43:00,688.0790441866267
2024-06-08 10:44:00,796.8425427371656
2024-06-08 10:45:00,992.9361242990586
2024-06-08 10:46:00,384.55455686368333
2024-06-08 10:47:00,675.1344459608614
2024-06-08 10:48:00,895.6790407572583
2024-06-08 10:49:00,459.64485555157836
2024-06-08 10:50:00,729.8046775925072
2024-06-08 10:51:00,383.7911913253739
2024-06-08 10:52:00,397.8654432699139
2024-06-08 10:53:00,583.2701380997362
2024-06-08 10:54:00,178.1061690360113
2024-06-08 10:55:00,313.02897932754456
2024-06-08 10:56:00,952.0567639982362
2024-06-08 10:57:00,582.1181108635693
2024-06-08 10:58:00,938.9253115612162
2024-06-08 10:59:00,284.8565822200376
2024-06-08 11:00:00,778.8508125795724
2024-06-08 11:01:00,655.0067257914311
2024-06-08 11:02:00,598.1263571467148
2024-06-08 11:03:00,146.15527444959395
2024-06-08 11:04:00,850.3817225143678
2024-06-08 11:05:00,384.8739525334034
2024-06-08 11:06:00,220.68157400637537
2024-06-08 11:07:00,264.9081326784873
2024-06-08 11:08:00,233.6642329424393
2024-06-08 11:09:00,717.5900399498452
2024-06-08 11:10:00,369.2025827215487
2024-06-08 11:11:00,527.4753827751153
2024-06-08 11:12:00,235.48224549941008
2024-06-08 11:13:00,396.5401222862012
2024-06-08 11:14:00,116.01673183523602
2024-06-08 11:15:00,563.1840774316979
2024-06-08 11:16:00,242.45084720031846
2024-06-08 11:17:00,424.91727680268656
2024-06-08 11:18:00,761.6931038515501
2024-06-08 11:19:00,188.1367450988018
2024-06-08 11:20:00,808.038117095795
2024-06-08 11:21:00,306.3987242477768
2024-06-08 11:22:00,170.51494185955568
2024-06-08 11:23:00,910.1946368215293
2024-06-08 11:24:00,780.5937314381999
2024-06-08 11:25:00,605.2449143323008
2024-06-08 11:26:00,514.0579932440662
2024-06-08 11:27:00,107.46445289847875
2024-06-08 11:28:00,139.4487909269119
2024-06-08 11:29:00,410.63323159669096
2024-06-08 11:30:00,136.89217062701738
2024-06-08 11:31:00,475.5773971023982
2024-06-08 11:32:00,869.6342449991129
2024-06-08 11:33:00,179.41570570332087
2024-06-08 11:34:00,356.8019061943088
2024-06-08 11:35:00,872.3349209638549
2024-06-08 11:36:00,564.9931120045317
2024-06-08 11:37:00,249.6119810913311
2024-06-08 11:38:00,573.3594718190855
2024-06-08 11:39:00,522.3035766163106
2024-06-08 11:40:00,785.829781405518
2024-06-08 11:41:00,557.0800739795776
2024-06-08 11:42:00,320.91779678638636
2024-06-08 11:43:00,453.32411133009487
2024-06-08 11:44:00,413.0645116331129
2024-06-08 11:45:00,775.9017188742133
2024-06-08 11:46:00,931.1192534965838
2024-06-08 11:47:00,542.1550147212316
2024-06-08 11:48:00,576.0863610839185
2024-06-08 11:49:00,395.68998947318687
2024-06-08 11:50:00,900.4346149799951
2024-06-08 11:51:00,814.2921934577998
2024-06-08 11:52:00,621.3866706570279
2024-06-08 11:53:00,449.2607122814746
2024-06-08 11:54:00,166.67317111644866
2024-06-08 11:55:00,705.452030530345
2024-06-08 11:56:00,292.33762702453333
2024-06-08 11:57:00,710.2772950257557
2024-06-08 11:58:00,536.7566787119657
2024-06-08 11:59:00,975.5885262181632
2024-06-08 12:00:00,713.433569929897
2024-06-08 12:01:00,727.7966552998059
2024-06-08 12:02:00,601.5847652076318
2024-06-08 12:03:00,719.36070421949
2024-06-08 12:04:00,463.89869195502985
2024-06-08 12:05:00,503.2220610609443
2024-06-08 12:06:00,392.6647484700153
2024-06-08 12:07:00,467.6838257516496
2024-06-08 12:08:00,339.54371326184975
2024-06-08 12:09:00,341.10240067820246
2024-06-08 12:10:00,815.5612196338416
2024-06-08 12:11:00,551.5389931881153
2024-06-08 12:12:00,579.3027441174472
2024-06-08 12:13:00,991.412546341599
2024-06-08 12:14:00,406.0489563584689
2024-06-08 12:15:00,731.3087320978419
2024-06-08 12:16:00,833.9574862927001
2024-06-08 12:17:00,873.2614707014674
2024-06-08 12:18:00,150.3092338350461
2024-06-08 12:19:00,338.8975938292655
2024-06-08 12:20:00,781.736555378806
2024-06-08 12:21:00,103.60081488683271
2024-06-08 12:22:00,219.14954961142897
2024-06-08 12:23:00,965.5112173737689
2024-06-08 12:24:00,694.6429955525981
2024-06-08 12:25:00,787.6727981828866
2024-06-08 12:26:00,520.1684719017172
2024-06-08 12:27:00,318.4520102200598
2024-06-08 12:28:00,508.8362867844527
2024-06-08 12:29:00,916.8080779284513
2024-06-08 12:30:00,799.6238592803394
2024-06-08 12:31:00,125.68166592085973
2024-06-08 12:32:00,957.9476887824641
2024-06-08 12:33:00,476.46699879126277
2024-06-08 12:34:00,919.0609890671284
2024-06-08 12:35:00,621.1083553591519
2024-06-08 12:36:00,213.8775405378652
2024-06-08 12:37:00,689.5601447029788
2024-06-08 12:38:00,431.61132997571394
2024-06-08 12:39:00,258.41461933820824
2024-06-08 12:40:00,329.578574760398
2024-06-08 12:41:00,108.413641390833
2024-06-08 12:42:00,918.1755796822924
2024-06-08 12:43:00,677.4388602866237
2024-06-08 12:44:00,711.6088451003659
2024-06-08 12:45:00,863.6336695608786
2024-06-08 12:46:00,344.6392732453877
2024-06-08 12:47:00,878.0367914273803
2024-06-08 12:48:00,994.0846814028239
2024-06-08 12:49:00,837.3060443813846
2024-06-08 12:50:00,933.1793263435347
2024-06-08 12:51:00,873.540569029776
2024-06-08 12:52:00,848.7560602780203
2024-06-08 12:53:00,213.56042207019564
2024-06-08 12:54:00,869.9936796877288
2024-06-08 12:55:00,636.3951936337863
2024-06-08 12:56:00,503.51736358032576
2024-06-08 12:57:00,269.45508199158695
2024-06-08 12:58:00,993.741003133982
2024-06-08 12:59:00,140.00581108086436
2024-06-08 13:00:00,211.658674120243
2024-06-08 13:01:00,915.3816397987773
2024-06-08 13:02:00,321.69134600067355
2024-06-08 13:03:00,825.7026222505929
2024-06-08 13:04:00,598.7425589138909
2024-06-08 13:05:00,632.782870815689
2024-06-08 13:06:00,546.0354859801007
2024-06-08 13:07:00,580.3697690754893
2024-06-08 13:08:00,761.0121168233696
2024-06-08 13:09:00,535.3584631195354
2024-06-08 13:10:00,345.78769635542585
2024-06-08 13:11:00,512.7225555705083
2024-06-08 13:12:00,177.96542134985668
2024-06-08 13:13:00,149.99133365194123
2024-06-08 13:14:00,840.3406108822794
2024-06-08 13:15:00,108.49719820957966
2024-06-08 13:16:00,282.4836383300676
2024-06-08 13:17:00,936.1355498016628
2024-06-08 13:18:00,186.46937608369342
2024-06-08 13:19:00,298.42899818262333
2024-06-08 13:20:00,548.4809495132713
2024-06-08 13:21:00,592.3257437612419
2024-06-08 13:22:00,805.4833863054827
2024-06-08 13:23:00,288.74185373250964
2024-06-08 13:24:00,730.0120753570598
2024-06-08 13:25:00,953.8571394537436
